compliance_id,sap_component,resource_category,complexity,type_of_check,resource_name,command,pattern_string,expected_string,check_description,recommendation,set_by,sap_lens_category,sap_lens_topic,sap_lens_bp,sap_lens_bp_suggestion
71,hana_db,SAP HANA Cluster,high,command,hook,"var1=""srConnectionChange""; if [ $(sudo su - $sidadm -c ""cdtrace; grep $var1 name*.trc | wc -l"") -gt 1 ]; then echo ""true""; else echo ""false""; fi",srConnectionChange,TRUE,Check if srConnection hook is enabled or not ?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_automating-sap-hana-scale-up-system-replication#con_activate_hook_automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
72,hana_db,SAP HANA Cluster,high,command,Cluster_systemctl _status,systemctl status pcsd.service | grep Active: | awk -F ' ' '{print$2}',pcsd.service,active,Ensure the pcs service is running?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux/8/html-single/deploying_rhel_8_on_amazon_web_services/index#aws-connecting-to-an-instance_configuring-a-red-hat-high-availability-cluster-on-aws,AWS,Operational Excellence ,,,
73,hana_db,SAP HANA Cluster,high,command,Cluster_corocync,"var1=""token:"";pcs cluster config | grep $var1 | awk -F "":"" '{print $2}'",token,29000,Corosync token timeout,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-cluster-configuration-1.html,AWS,Operational Excellence ,,,
74,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Stonith,pcs stonith config,Attributes,pcmk_delay_max=45,Time delay before executing fencing ,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-cluster-resources-1.html,AWS,Operational Excellence ,,,
75,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Stonith,pcs stonith config,Attributes,pcmk_reboot_action=off,Pacemaker reboot action ,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-cluster-resources-1.html,AWS,Operational Excellence ,,,
76,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Stonith,pcs stonith config,Attributes,pcmk_reboot_retries=4,Maximum number of times to retry the reboot,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-cluster-resources-1.html,AWS,Operational Excellence ,,,
77,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Stonith,pcs stonith config,Attributes,pcmk_reboot_timeout=600,Alternate timeout (in seconds) to use for reboot actions,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-cluster-resources-1.html,AWS,Operational Excellence ,,,
78,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Stonith,pcs stonith config,Attributes,power_timeout=240,Timeout period for power-related operations?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-cluster-resources-1.html,AWS,Operational Excellence ,,,
79,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_defaults,pcs resource defaults config,Meta Attrs;resource-stickiness,resource-stickiness=1000,Cluster defaults resource-stickiness ?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-constraints-1.html#sap-hana-on-aws-constraints-1-cluster-defaults,AWS,Operational Excellence ,,,
80,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_defaults,pcs resource defaults config,Meta Attrs;migration-threshold,migration-threshold=5000,Cluster defaults migration threshold ?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-constraints-1.html#sap-hana-on-aws-constraints-1-cluster-defaults,AWS,Operational Excellence ,,,
81,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Attributes,PREFER_SITE_TAKEOVER=true,Should the resource agent prefer to switch over to the secondary instance instead of restarting the primary locally?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-saphanatopology-1.html,AWS,Operational Excellence ,,,
82,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Attributes,DUPLICATE_PRIMARY_TIMEOUT=7200 ,A time difference is needed between two primary time stamps if a dual-primary situation occurs before the cluster will react?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-saphanatopology-1.html,AWS,Operational Excellence ,,,
83,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Attributes,AUTOMATED_REGISTER=true ,"If a takeover event has occurred, should the former primary instance be registered as secondary?","https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-saphanatopology-1.html
If a takeover event has occurred should the former primary instance be registered as secondary? (""false"": no manual intervention will be needed; ""true"": yes the former primary will be registered by the resource agent as secondary); If the AUTOMATED_REGISTER parameter is set to true the secondary instance will automatically register after startup and start the replication",AWS,Operational Excellence ,,,
84,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;demote,timeout=3600,SAPHANA resource demote timeout ?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
85,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;monitor;role=Slave,interval=61,Interval to monitor the health of standby role?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
86,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;monitor;role=Slave,timeout=700,Timeout to monitor the health of Standby role?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
87,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;monitor;interval=59;role=Master,timeout=700,Timeout to monitor the health of Primary role?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
88,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;promote;interval=0s,timeout=3600,Timeout for pramote operation SAPHana?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
89,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;reload;interval=0s,timeout=5,Timeout for  realod resource config operations of SAPHana?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
90,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;start;interval=0s,timeout=3600,Timeout for  resource start operation of SAPHana?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
91,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHana,pcs resource config $rsc_SAPHana,Operations;stop;interval=0s,timeout=3600,Timeout for resource stop operation of SAPHana?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
92,hana_db,SAP HANA Cluster,high,command,Cluster_Configuration_SAPHanaTopology,pcs resource config $rsc_SAPHanaTopology,Operations;monitor,timeout=600,Timeout to monitor the health of SAPHanaTopology?,https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/9/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_config_ha_cluster_v9-automating-sap-hana-scale-up-system-replication#con_promotable_res_v9-automating-sap-hana-scale-up-system-replication,AWS,Operational Excellence ,,,
93,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, batch-limit,0,what is cluster property of batch-limit,,AWS,Operational Excellence ,,,
94,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, cluster-delay, 60s,what is cluster property of cluster-delay,,AWS,Operational Excellence ,,,
95,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, cluster-infrastructure, corosync,what is cluster property of cluster-infrastructure,,AWS,Operational Excellence ,,,
96,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, cluster-ipc-limit,500,what is cluster property of cluster-ipc-limit,,AWS,Operational Excellence ,,,
97,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, cluster-name, FSMC-PROD-S4-CS-HA-Cluster,what is cluster property of cluster-name,,AWS,Operational Excellence ,,,
98,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, cluster-recheck-interval, 15min,what is cluster property of cluster-recheck-interval,,AWS,Operational Excellence ,,,
99,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, concurrent-fencing, true,what is cluster property of concurrent-fencing,,AWS,Operational Excellence ,,,
100,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, dc-deadtime, 20s,what is cluster property of dc-deadtime,,AWS,Operational Excellence ,,,
101,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, dc-version, 2.1.5-9.4.el8_8-a3f44794f94,what is cluster property of dc-version,,AWS,Operational Excellence ,,,
102,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, election-timeout, 2min,what is cluster property of election-timeout,,AWS,Operational Excellence ,,,
103,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, enable-acl, false,what is cluster property of enable-acl,,AWS,Operational Excellence ,,,
104,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, enable-startup-probes, true,what is cluster property of enable-startup-probes,,AWS,Operational Excellence ,,,
105,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, fence-reaction, stop,what is cluster property of fence-reaction,,AWS,Operational Excellence ,,,
106,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, have-watchdog, false,what is cluster property of have-watchdog,,AWS,Operational Excellence ,,,
107,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, join-finalization-timeout, 30min,what is cluster property of join-finalization-timeout,,AWS,Operational Excellence ,,,
108,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, join-integration-timeout, 3min,what is cluster property of join-integration-timeout,,AWS,Operational Excellence ,,,
109,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, last-lrm-refresh,1720345604,what is cluster property of last-lrm-refresh,,AWS,Operational Excellence ,,,
110,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, load-threshold,80%,what is cluster property of load-threshold,,AWS,Operational Excellence ,,,
111,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all,load_average,N/A,what is cluster property of load_average,,AWS,Operational Excellence ,,,
112,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, maintenance-mode, false,what is cluster property of maintenance-mode,,AWS,Operational Excellence ,,,
113,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, migration-limit,-1,what is cluster property of migration-limit,,AWS,Operational Excellence ,,,
114,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, no-quorum-policy, stop,what is cluster property of no-quorum-policy,,AWS,Operational Excellence ,,,
115,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, node-action-limit,0,what is cluster property of node-action-limit,,AWS,Operational Excellence ,,,
116,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, node-health-base,0,what is cluster property of node-health-base,,AWS,Operational Excellence ,,,
117,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, node-health-green,0,what is cluster property of node-health-green,,AWS,Operational Excellence ,,,
118,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, node-health-red, -INFINITY,what is cluster property of node-health-red,,AWS,Operational Excellence ,,,
119,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, node-health-strategy, none,what is cluster property of node-health-strategy,,AWS,Operational Excellence ,,,
120,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, node-health-yellow,0,what is cluster property of node-health-yellow,,AWS,Operational Excellence ,,,
121,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, pe-error-series-max,-1,what is cluster property of pe-error-series-max,,AWS,Operational Excellence ,,,
122,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, pe-input-series-max,4000,what is cluster property of pe-input-series-max,,AWS,Operational Excellence ,,,
123,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, pe-warn-series-max,5000,what is cluster property of pe-warn-series-max,,AWS,Operational Excellence ,,,
124,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, placement-strategy, default,what is cluster property of placement-strategy,,AWS,Operational Excellence ,,,
125,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, priority-fencing-delay,0,what is cluster property of priority-fencing-delay,,AWS,Operational Excellence ,,,
126,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, remove-after-stop, false,what is cluster property of remove-after-stop,,AWS,Operational Excellence ,,,
127,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, shutdown-escalation, 20min,what is cluster property of shutdown-escalation,,AWS,Operational Excellence ,,,
128,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, shutdown-lock, false,what is cluster property of shutdown-lock,,AWS,Operational Excellence ,,,
129,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, shutdown-lock-limit,0,what is cluster property of shutdown-lock-limit,,AWS,Operational Excellence ,,,
130,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, start-failure-is-fatal, true,what is cluster property of start-failure-is-fatal,,AWS,Operational Excellence ,,,
131,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, startup-fencing, true,what is cluster property of startup-fencing,,AWS,Operational Excellence ,,,
132,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stonith-action, reboot,what is cluster property of stonith-action,,AWS,Operational Excellence ,,,
133,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stonith-enabled, true,what is cluster property of stonith-enabled,,AWS,Operational Excellence ,,,
134,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stonith-max-attempts,10,what is cluster property of stonith-max-attempts,,AWS,Operational Excellence ,,,
135,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stonith-timeout, 60s,what is cluster property of stonith-timeout,,AWS,Operational Excellence ,,,
136,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stonith-watchdog-timeout,0,what is cluster property of stonith-watchdog-timeout,,AWS,Operational Excellence ,,,
137,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stop-all-resources, false,what is cluster property of stop-all-resources,,AWS,Operational Excellence ,,,
138,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stop-orphan-actions, true,what is cluster property of stop-orphan-actions,,AWS,Operational Excellence ,,,
139,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, stop-orphan-resources, true,what is cluster property of stop-orphan-resources,,AWS,Operational Excellence ,,,
140,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, symmetric-cluster, true,what is cluster property of symmetric-cluster,,AWS,Operational Excellence ,,,
141,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Properties,pcs property config --all, transition-delay, 0s,what is cluster property of transition-delay,,AWS,Operational Excellence ,,,
142,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Constraints,pcs constraint config ,Colocation Constraints:;score,(score:2000),constraint - colocate score ?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-constraints-1.html#sap-hana-on-aws-constraints-1-cluster-defaults,AWS,Operational Excellence ,,,
143,hana_db,SAP HANA Cluster,high,command,Cluster_Config_Constraints,pcs constraint config ,Ordering Constraints:;start,(non-symmetrical),symmetrical=false - start order of resources and not the stop in reverse order.?,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-constraints-1.html#sap-hana-on-aws-constraints-1-cluster-defaults,AWS,Operational Excellence ,,,
144,hana_db,SAP HANA Cluster,high,command,Cluster_Config_AWS_OIP,pcs resource config $rsc_OverlayIP,Attributes,ip=192.168.0.99, Overlay IP,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-saphanatopology-1.html,AWS,Operational Excellence ,,,
145,hana_db,SAP HANA Cluster,high,command,Cluster_Config_AWS_OIP,pcs resource config $rsc_OverlayIP,Attributes,interface=eth0 , Overlay IP Interface,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-saphanatopology-1.html,AWS,Operational Excellence ,,,
146,hana_db,SAP HANA Cluster,high,command,Cluster_Config_AWS_OIP,pcs resource config $rsc_OverlayIP,Attributes,routing_table=rtb-011b9239478e82a02,Overlay IP Routing Table,https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-saphanatopology-1.html,AWS,Operational Excellence ,,,
147,hana_db,SAP HANA Cluster,high,command,global.ini,"var1=""global.ini/system_replication/operation_mode""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",operation_mode ,logreplay,System replication operation mode ,"While registering the secondary system you need to decide in which operation mode to run SAP HANA system replication.
https://docs.aws.amazon.com/sap/latest/sap-hana/sap-hana-on-aws-aws-infrastructure-operating-system-setup-and-hana-installation.html;
https://help.sap.com/docs/SAP_HANA_PLATFORM/4e9b18c116aa42fc84c7dbfd02111aba/627bd11e86c84ec2b9fcdf585d24011c.html
https://docs.redhat.com/en/documentation/red_hat_enterprise_linux_for_sap_solutions/8/html/automating_sap_hana_scale-up_system_replication_using_the_rhel_ha_add-on/asmb_configure_sap_hana_replication_automating-sap-hana-scale-up-system-replication#con_secondary_replication_automating-sap-hana-scale-up-system-replication",AWS,Operational Excellence ,,,
148,hana_db,SAP HANA Config,high,command,DEFAULT_Profile,"var1=""sapprofile/SAPSYSTEMNAME""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",SAPSYSTEMNAME,HDB,HANA System ID,,AWS,Reliability,,,
149,hana_db,SAP HANA Config,low,command,DEFAULT_Profile,"var1=""sapprofile/SAPGLOBALHOST""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",SAPGLOBALHOST,sapsecdb,HANA Global Host,,AWS,Reliability,,,
150,hana_db,SAP HANA Config,low,command,DEFAULT_Profile,"var1=""sapprofile/HDB_LINKED_BINARIES""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",HDB_LINKED_BINARIES,yes,HDB Linked Binaries,,AWS,Reliability,,,
151,hana_db,SAP HANA Config,low,command,DEFAULT_Profile,"var1=""sapprofile/HDB_SHARED_BINARIES""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",HDB_SHARED_BINARIES, yes,HDB Shared Binaries,,AWS,Reliability,,,
152,hana_db,SAP HANA Config,medium,command,INSTANCE_Profile,"var1=""sapprofile/SAPSYSTEM""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",SAPSYSTEM,0,HDB Instance Number,,AWS,Reliability,,,
153,hana_db,SAP HANA Config,medium,command,INSTANCE_Profile,"var1=""sapprofile/INSTANCE_NAME""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",INSTANCE_NAME,HDB00,HDb Instance Name,,AWS,Security,,,
154,hana_db,SAP HANA Config,medium,command,INSTANCE_Profile,"var1=""sapprofile/ccms/enable_agent""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",ccms/enable_agent,0,Profile Parameters ,,AWS,Security,,,
155,hana_db,SAP HANA Config,medium,command,INSTANCE_Profile,"var1=""sapprofile/service/status_procs""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",service/status_procs,disp+work hdbdaemon,Profile Parameters ,,AWS,Security,,,
156,hana_db,SAP HANA Config,medium,command,INSTANCE_Profile,"var1=""sapprofile/service/init_system_pki""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",service/init_system_pki, ON,Profile Parameters ,,AWS,Security,,,
157,hana_db,SAP HANA Config,medium,command,INSTANCE_Profile,"var1=""sapprofile/service/protectedwebmethods""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",service/protectedwebmethods, SDEFAULT,Profile Parameters ,,AWS,Security,,,
158,hana_db,SAP HANA Config,high,command,global.ini,"var1=""global.ini/persistence/basepath_datavolumes""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",basepath_datavolumes,/hana/data,HANA Data Mount,https://help.sap.com/docs/SAP_HANA_PLATFORM/2c1988d620e04368aa4103bf26f17727/4c24d332a37b4a3caad3e634f9900a45.html,AWS,Security,,,
159,hana_db,SAP HANA Config,high,command,global.ini,"var1=""global.ini/persistence/basepath_logvolumes""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",basepath_logvolumes,/hana/log,HANA Log Mount,https://help.sap.com/docs/SAP_HANA_PLATFORM/2c1988d620e04368aa4103bf26f17727/4c24d332a37b4a3caad3e634f9900a45.html,AWS,Security,,,
160,hana_db,SAP HANA Config,high,command,global.ini,"var1=""global.ini/persistence/basepath_shared""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",basepath_shared,no,HANA Shared  Mount,,AWS,Performance Efficiency,,,
161,hana_db,SAP HANA Config,high,command,global.ini,"var1=""global.ini/persistence/savepoint_interval_s""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",savepoint_interval_s,300,HANA Save point interval,,AWS,Performance Efficiency,,,
162,hana_db,SAP HANA Config,high,command,global.ini,"var1=""global.ini/persistence/enable_auto_log_backup""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",enable_auto_log_backup,yes,HANA Auto Log Backup,,AWS,Operational Excellence ,,,
163,hana_db,SAP HANA Auditing,medium,command,global.ini,"var1=""global.ini/auditing_configuration/auditing_configuration""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",auditing_configuration, password,Method of Authentication,,AWS,Operational Excellence ,,,
164,hana_db,SAP HANA Auditing,medium,command,global.ini,"var1=""global.ini/auditing_configuration/alert_audit_trail_type""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",alert_audit_trail_type,CSTABLE,Audit trail target ALERT,,AWS,Operational Excellence ,,,
165,hana_db,SAP HANA Auditing,medium,command,global.ini,"var1=""global.ini/auditing_configuration/critical_audit_trail_typ""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",critical_audit_trail_typ, CSTABLE ,audit trail target CRITICAL,,AWS,Operational Excellence ,,,
166,hana_db,SAP HANA Auditing,medium,command,global.ini,"var1=""global.ini/auditing_configuration/default_audit_trail_type""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",default_audit_trail_type, CSTABLE ,audit trail target  Default,,AWS,Operational Excellence ,,,
167,hana_db,SAP HANA Auditing,medium,command,global.ini,"var1=""global.ini/auditing_configuration/emergency_audit_trail_type""; sudo su - $sidadm -c ""HDBSettings.sh getParameter.py --key=$var1"" | grep -o ""'$var1':\s*'[^']*'"" | grep -o ""'[^']*'$"" | tr -d ""'""",emergency_audit_trail_type, CSTABLE ,audit trail target  EMERGENCY ,,AWS,Operational Excellence ,,,
